municipio,ano,NDVI_mean,NDVI_max,EVI_mean,EVI_max,precip_total,temp_mean,temp_max,srad_mean,etp_total,cod_ibge7,rendimento_kg_ha
Ulianopolis,2009,0.5791138589431095,0.8601311460932816,0.40156918979751577,0.6535927675494613,2390.434344915218,25.470499262715258,29.63473174719674,16.018591754640322,2184.031447746659,1508126,3000.0
Uruara,2009,0.5664134125097838,0.8947739635304796,0.39242984788021157,0.6754158114951934,2148.219718896778,24.55521967369322,28.554714963341073,14.656675181748236,2063.106454637593,1508159,2701.0
Altamira,2010,0.6658693777727591,0.8971027200821625,0.45541000633512924,0.6894711327453524,1510.7184099090946,25.38873597697393,29.595380897567377,16.65768725464582,2566.88102590247,1500602,2700.0
Belterra,2010,0.4807954777588422,0.715916026370222,0.3455621311495384,0.566506222377144,1295.2004584029823,27.00206402402145,29.81872117167075,17.43468860790577,1562.1701292444955,1501451,2700.0
Conceicao Do Araguaia,2010,0.7079603542077942,0.8123656110953993,0.45989539886302994,0.5825662702397598,1353.5733988440597,26.671854986884387,30.77466776270823,18.178216126605044,1349.5376873450448,1502707,3000.0
Dom Eliseu,2010,0.6481063113171761,0.8783873301806324,0.4461213042266923,0.6708957102481818,1278.0903481530945,26.38323989496214,30.798808327090224,18.007334211532246,3166.4528344355494,1502939,2950.0
Floresta Do Araguaia,2010,0.687290743226398,0.8203592047377326,0.4493310018095185,0.588007021779327,1408.6726116017317,26.482013764681295,30.40020337156142,18.022700109270737,1310.3887346202537,1503044,3000.0
Paragominas,2010,0.6486035924820154,0.8863171503653446,0.4418784306531882,0.6749772301979354,1346.204194453813,26.804930121302956,31.408187518745965,17.841742702239298,3639.1779588488444,1505502,2700.0
Pau D'arco,2010,0.7190482269321943,0.8487180392894913,0.4766704509050121,0.6288824857757519,1513.8893592452946,25.977988306386784,29.89081067283221,17.701327219348073,1236.88954575126,1505551,3000.0
Placas,2010,0.6218335489987135,0.9053595845661115,0.4329838682141685,0.701919086156828,1302.9207665241183,25.7679368856198,29.920769202173176,16.66508565461894,2445.8117470988814,1505650,2700.0
Redencao,2010,0.7177563785433766,0.8324144312512199,0.4918818737358511,0.6317263647023115,1438.1489163208078,26.015262372416,30.10585731059569,17.77981352635765,1342.9182673867451,1506138,2500.0
Rondon Do Para,2010,0.6896427277207037,0.8740834036968032,0.4739759942211071,0.6619434296051555,1469.7192470885411,26.257932324431305,30.59112566597492,17.95217179841061,2554.593116370717,1506187,2750.0
Ruropolis,2010,0.655951704364326,0.9015440457534145,0.4583895962668718,0.7088803583346198,1383.3922931530635,25.755447504820026,29.92636177991634,16.47776096428958,2333.8013996219343,1506195,2700.0
Santa Maria Das Barreiras,2010,0.7156386750007925,0.8197840569626939,0.47045057529795953,0.5919203945468015,1390.6804828681813,26.044363359298618,30.284205102086553,17.995096303884107,1814.3002842564772,1506583,3000.0
Santana Do Araguaia,2010,0.7391575847118856,0.8334250183950578,0.4813166962711946,0.604070634988705,1460.6250555745967,26.01314604449231,30.31074949609367,18.059213039465224,2144.006384834462,1506708,3354.0
Santarem,2010,0.5657894346353061,0.8007793374773526,0.39563450555495777,0.6194322266310338,1294.4491150791623,26.91232276686971,30.193097354069824,17.50134867328313,2333.9169870493897,1506807,2700.0
Tailandia,2010,0.6644539358248217,0.8833725401882743,0.44779454391160994,0.6578294194252207,1671.7375323346446,27.120195973504504,31.831882845497535,18.170691099939255,4036.566699135753,1507953,3416.0
Ulianopolis,2010,0.644901443236554,0.8752194680164966,0.4490836705709186,0.6689120492293931,1199.6801683873884,26.633617885042824,31.033058558801507,17.874472028611237,2703.459087409731,1508126,3296.0
Uruara,2010,0.5729111714490414,0.8968339788524803,0.40711792786214296,0.6926028572551793,1460.6812737584032,25.747231105627094,29.901404621922723,16.442181743674485,2849.7018998058657,1508159,2400.0
Altamira,2011,0.6815592405517141,0.9045234368992842,0.4614117240069246,0.6959843649989398,1920.9802206048157,24.38674231757898,28.381662095042305,15.536210893768223,2170.928906775596,1500602,2700.0
Belterra,2011,0.49095834641532554,0.7339609683111987,0.345794637726335,0.5677200458144843,2063.424467751947,25.536548042447667,28.180148001621557,14.893786818897174,1099.9514523648181,1501451,2700.0
Conceicao Do Araguaia,2011,0.6687876371961968,0.8184110689326902,0.44409355048322036,0.6167762807191008,1640.7503561881547,25.684546073699433,29.62956749104124,17.154188569029664,1212.7422145316523,1502707,3300.0
Dom Eliseu,2011,0.636132082674019,0.8801971754069123,0.4542726899806727,0.6850509551820718,2191.4206581584635,25.057427146348054,29.31310913073136,16.3679308320087,2341.36910450725,1502939,3000.0
Floresta Do Araguaia,2011,0.6614585116754435,0.8200389387975038,0.44447026923254507,0.6122756001721484,1738.378813802394,25.53699257048529,29.3787784615118,16.877704377869915,1180.5481902371062,1503044,3000.0
Paragominas,2011,0.6453021910602547,0.8915288730855704,0.44757826941807605,0.6876087623360575,2122.1791765103007,25.420138808581523,29.804366068391253,16.228537379802926,2628.882875015556,1505502,3200.0
Placas,2011,0.6088239714183185,0.8960063488052367,0.4309497806994238,0.689840061209702,2057.0385009779116,24.52606144487749,28.488348991398023,15.119088871605816,1850.1812961612154,1505650,2700.0
Redencao,2011,0.7127297083548335,0.8392843670057695,0.49638554017979564,0.6518214433010534,1869.0986114532793,25.063360687874578,29.00160939968161,16.732930971934692,1193.3453217480894,1506138,2500.0
Rondon Do Para,2011,0.6449579504857982,0.8714626859282115,0.4640479819703183,0.6821761731286946,2163.2764590013808,24.980821758277894,29.084606970899216,16.374458931489052,1935.0468679772239,1506187,3000.0
Ruropolis,2011,0.6289462217620738,0.8988030643262837,0.43170365516337983,0.677507388528622,2103.3310805855226,24.467007100986653,28.34653963767899,14.91115699424687,1712.2908042959966,1506195,2700.0
Santa Maria Das Barreiras,2011,0.6975626033614436,0.8230714017222154,0.46902236972488887,0.6211057046132915,1791.4541120173817,25.03871788585514,29.04792607890761,16.78000051991407,1525.7027802133362,1506583,2749.0
Santana Do Araguaia,2011,0.7105453365207673,0.8274000090889471,0.47771326434349026,0.6324462935687609,1780.1226478953752,24.982675565400225,29.047032324588763,16.752965511650604,1762.5602386676942,1506708,3300.0
Santarem,2011,0.5669450407075796,0.8194495375981536,0.3869238664104225,0.6242922666674007,2092.079280372754,25.435572153015226,28.523592910114935,15.008520725199311,1551.5444542074279,1506807,2700.0
Tailandia,2011,0.644556437821145,0.8863999244079801,0.45010709975546187,0.6850243796059806,2529.4426282024774,25.66590290240578,30.120372337296214,16.21756947106625,2819.804467468915,1507953,3100.0
Ulianopolis,2011,0.6349499068079643,0.8740025220705171,0.44410448123965207,0.6696019432795678,2018.9134805508008,25.30587932029621,29.52270433497495,16.360224701696268,2032.8191227040566,1508126,3000.0
Uruara,2011,0.6188934061141064,0.9064272821815779,0.4345873729144477,0.7036714673979962,2068.1755887467675,24.511528132385315,28.485632532072344,14.682715954025177,2106.193290570448,1508159,2785.0
Altamira,2012,0.6692814246726709,0.8955037960587757,0.4596829922937162,0.7029349912550258,1698.0029684762944,24.472797070421866,28.573522217471453,16.103198729683317,2271.784077997552,1500602,2700.0
Belterra,2012,0.46306807756990076,0.711474821765185,0.3385560247287465,0.5825754189418281,1586.8802318410624,25.920821097261843,28.6644497972304,16.621209224787783,1304.2659956960938,1501451,2700.0
Conceicao Do Araguaia,2012,0.6972858560592553,0.810610577586771,0.4553309625884057,0.5875640632933375,1517.40472835639,25.70882420675062,29.814876987520766,17.847886036398144,1254.4026913851726,1502707,3300.0
Cumaru Do Norte,2012,0.7393989310092624,0.8621653107909425,0.518528807413826,0.6742368248200944,1745.6915338142214,24.136539670389112,28.386116749439072,17.180455558992737,1791.6457258787248,1502764,2250.0
Dom Eliseu,2012,0.6186884666358702,0.8761450161540214,0.4295869833291396,0.6648192738445788,1327.6923954231154,25.325475932860886,29.715855079571078,17.516987334493,2721.325387435829,1502939,3300.0
Floresta Do Araguaia,2012,0.6744377071781729,0.8128648677203019,0.4519212517479927,0.5924232192568126,1450.9600048955654,25.578093536796942,29.543219991789964,17.666492398820367,1224.0308390329615,1503044,3000.0
Novo Progresso,2012,0.7226001433057806,0.8909332280697735,0.47386740941832484,0.6789904453576543,1926.1396795529602,24.06203131236548,28.2837733532713,16.42441564964942,2200.077325009336,1505031,3000.0
Paragominas,2012,0.6555759100751848,0.8931731630144547,0.44226795940725605,0.6787051699657396,1343.493667395938,25.84703960021004,30.50038698057367,17.878656745515762,3252.753823921606,1505502,3500.0
Placas,2012,0.5850491607209617,0.900455681507133,0.4078942743801006,0.6981152894234394,1400.5316189120776,24.790022870929025,28.844466674187917,16.00119416184353,2077.3248502818406,1505650,2700.0
Redencao,2012,0.7233282562843464,0.8292401798506379,0.5084685924747219,0.6436285920958964,1718.0161495494062,25.11078014517187,29.19079052386788,17.330437449818675,1238.30734721142,1506138,2500.0
Rondon Do Para,2012,0.6109196008559934,0.8701062971946274,0.42133238128919354,0.6485240335054971,1652.1859698152302,25.269062305180636,29.535221300269104,17.487355718328406,2237.2772888451022,1506187,3000.0
Ruropolis,2012,0.6361302985395323,0.8997348390696362,0.43664139427429677,0.6976299185847323,1524.570099756112,24.659342073069087,28.680649792740713,15.709038780093682,1890.3691623307475,1506195,2700.0
Santa Maria Das Barreiras,2012,0.7052512719850642,0.8068691030064625,0.4845681905137363,0.6093295562395422,1667.1553905722615,25.04430000332138,29.22669081947464,17.417622979749915,1582.7033229178373,1506583,2740.0
Santana Do Araguaia,2012,0.7206154025090749,0.8148906054799062,0.49119468841745767,0.6208977876108656,1643.3107063875598,24.989397151772362,29.225774622529322,17.430048349656268,1818.7263335389614,1506708,3300.0
Santarem,2012,0.5335831097389446,0.8006553477722108,0.3719846340787863,0.6250599774040972,1565.2392922450347,25.781800745458437,28.978980387643517,16.507233052983015,1844.6974268414322,1506807,2700.0
Tailandia,2012,0.6810978272700031,0.8877146780749539,0.4535482114637921,0.6630117937088692,1830.5406911719872,26.177218544153902,30.916482537531476,18.133389421885834,3624.1997544927535,1507953,3600.0
Ulianopolis,2012,0.6338213198358952,0.8758513418695529,0.43303724271746763,0.6600263825903396,1165.4988046955873,25.6210550695542,29.983196354167443,17.67739478365046,2378.156699250329,1508126,2943.0
Uruara,2012,0.5575971793793773,0.8931944303152138,0.3956267740841284,0.6889912982904288,1357.6015206315342,24.824785400804362,28.874524983404743,15.773353135097668,2436.0319961518953,1508159,3120.0
Altamira,2013,0.6581256205083372,0.8964961577063958,0.45595570005414937,0.7050041879452785,2139.1569777796753,24.84072574665856,28.93432205734405,15.927030291270354,2333.503530501421,1500602,2700.0
Belterra,2013,0.44902657379981553,0.709619140548424,0.3235754746799969,0.5650914464412541,2074.702461449155,26.343743566401315,29.037920101150494,16.05304648426284,1353.4248337909546,1501451,2700.0
Conceicao Do Araguaia,2013,0.6961880859404236,0.8174295740239333,0.4607910660023381,0.6029339093351745,1488.0481145996844,26.087427253811853,30.097048014109145,17.63412271616449,1246.209761049862,1502707,3300.0
Cumaru Do Norte,2013,0.7556170253696914,0.8717906358447666,0.5132725237449876,0.6695704546316151,1760.4516296468003,24.571059063375923,28.75459255398397,17.132597742566055,1825.6739885834284,1502764,3000.0
Dom Eliseu,2013,0.6327473975637729,0.894939371797779,0.43886276408777425,0.6858682556247931,1766.391933471675,25.579648718789045,29.817097826999916,16.75728180814841,2585.0347494377556,1502939,750.0
Floresta Do Araguaia,2013,0.7073506572751997,0.819675594403483,0.47375943328741116,0.6059949437502904,1471.3600406652308,25.91725918773432,29.775400232175794,17.286112643115935,1206.8564161123593,1503044,3000.0
Maraba,2013,0.5978153025822928,0.8829694528869179,0.42178743495389037,0.6677114817822498,1668.3547635238122,25.088876393662357,28.8182071102539,15.762435336314379,1476.0720507994308,1504208,2700.0
Novo Progresso,2013,0.6984968795936892,0.8816898193384457,0.4692606628956819,0.6746837490914135,2215.735071739447,24.4905603471754,28.65765067303949,16.26337349144562,2243.6262922154774,1505031,3000.0
Paragominas,2013,0.6339847628924431,0.8975319843408232,0.4350104593618095,0.6864616291312928,1784.8153283393426,26.062204510683173,30.54298693446109,16.84918968794286,3017.207842949093,1505502,2900.0
Parauapebas,2013,0.6933852744567992,0.9153562071734297,0.47026342220765593,0.6952405530392838,1534.3768038547842,24.446964397361103,28.1905597311823,16.072919157682616,1513.5033355331307,1505536,2700.0
Placas,2013,0.6025607701286895,0.8929350762350416,0.4322989537311323,0.7064080163137284,2084.810375085373,25.126530332512793,29.111320780126047,15.631901847521704,2128.4284459613878,1505650,2700.0
Redencao,2013,0.7279217552362994,0.8447062175970743,0.5064040767641242,0.6494656384454884,1579.0732240450002,25.525485148425354,29.504422167580884,17.364632720062374,1247.6157103073238,1506138,2500.0
Rondon Do Para,2013,0.6505400299754117,0.8863893710978433,0.4422358357732493,0.6668007866077719,1978.2158041656498,25.48196134591031,29.592290228724238,16.56694379677142,2102.546213840574,1506187,3000.0
Ruropolis,2013,0.6636050908879458,0.9030368100862128,0.4647840585306446,0.7087444488654966,2101.49059208776,25.08833410430754,29.1978602340738,15.723667673046311,2034.2693349193396,1506195,2700.0
Santa Maria Das Barreiras,2013,0.7216583276444872,0.827305484029982,0.4777432925960527,0.605940173344466,1596.701968649049,25.524070684874474,29.611040375858554,17.506770964821,1628.0134831113976,1506583,3109.0
Santana Do Araguaia,2013,0.7344744409985043,0.8320843663705986,0.48838165168897874,0.6204397101244106,1645.1396902753845,25.48627428023226,29.624988411004363,17.470001826867655,1864.7325649140257,1506708,3300.0
Santarem,2013,0.5367296930422392,0.8075031252905202,0.3803838256940001,0.636164989496113,2087.172758394673,26.210470901046442,29.360352474288824,16.036594629853617,1953.3112779855376,1506807,3000.0
Tailandia,2013,0.6657451023075295,0.8981670870249647,0.43923185433540246,0.6687256333519523,2270.0813036920285,26.31711947171465,30.900736097571723,16.834290034708495,3316.397454702368,1507953,3000.0
Ulianopolis,2013,0.604037648800617,0.8771442179790874,0.42392013694331326,0.6747859918123884,1584.6982067546935,25.857484498287835,30.088555918671343,16.922735350149257,2229.6401354304758,1508126,3300.0
Uruara,2013,0.5874363243973133,0.8938817651544154,0.42623634671546395,0.7006790762979949,2185.151346588286,25.077087166106256,29.015719183173164,15.01360577329956,2421.9391315806233,1508159,2887.0
Xinguara,2013,0.6988131404856185,0.867631445388926,0.5048461358890353,0.6836650513752964,1448.2299238366018,25.481859335202614,29.13957767109306,16.942778658646052,1133.4800335564762,1508407,3316.0
Altamira,2014,0.6314804539133043,0.895445950870349,0.43451190765055275,0.6965414689938533,2042.2961877042364,24.538699715386606,28.62291347709253,15.970711153107619,2256.079061626502,1500602,3600.0
Augusto Correa,2014,0.6392784278404012,0.8465161257570155,0.42770262919285007,0.6347543650006415,2235.302943509191,25.857686381152774,28.42848840812736,15.231898959510836,3437.097027874345,1500909,1500.0
Belterra,2014,0.46505926801840497,0.726308995848397,0.32942806961311544,0.574922286242714,1869.5383043651807,25.96136670415735,28.68675099130479,16.207097921078006,1308.8070837959647,1501451,3000.0
Conceicao Do Araguaia,2014,0.6975426327773008,0.8191185117527473,0.45512203666281764,0.599303523258595,1727.1536061209251,25.72176337127011,29.6947568069082,17.287932787360372,1213.718489831027,1502707,3300.0
Cumaru Do Norte,2014,0.7573056233345916,0.879701103397122,0.5171305981417997,0.6844897742508211,1991.7110438660595,24.12064001529852,28.230122350314883,16.550643665207712,1701.8252746929045,1502764,3000.0
Dom Eliseu,2014,0.6551345837917254,0.8794033545271638,0.46616147448113776,0.699863131344775,2125.4849719494396,25.230257365998558,29.56410521010764,16.76773166591713,2583.3348907331097,1502939,3000.0
Floresta Do Araguaia,2014,0.6626582188974961,0.8180684062581938,0.44254286532830556,0.6060107471994264,1737.1554878246977,25.553629997850276,29.410703936636864,17.089388123713565,1182.5573616055094,1503044,3000.0
Maraba,2014,0.5987212444822757,0.8757391002137878,0.4285829930614135,0.6753643689533757,1844.9925486248771,24.82636510259305,28.633989156795277,16.153664461026857,1477.5846648930906,1504208,2700.0
Novo Progresso,2014,0.681387695171389,0.8942304465558707,0.4552699745023396,0.6848967983953358,2232.4974395356444,24.19188213644105,28.375382578637968,16.260986759624174,2172.08442270798,1505031,3000.0
Paragominas,2014,0.6623621301053858,0.8953546932856732,0.4581864529331095,0.6976429947582491,2203.515645280621,25.604871453915475,30.056169105255098,16.665229153235884,2899.89255899843,1505502,2914.0
Parauapebas,2014,0.6727209819564123,0.9086652022794186,0.4810774689937542,0.7272823539534431,1781.4883666658964,24.141840611445826,27.953067081749836,16.18934754422718,1490.9457571476855,1505536,2700.0
Placas,2014,0.592663352278837,0.9082368599687722,0.4101092874453612,0.6930682947008291,1791.6815576878914,24.87355493959163,29.009877073878332,15.705346329559877,2076.492386501248,1505650,2700.0
Redencao,2014,0.7192186633851497,0.8409092369968174,0.4917385696799927,0.6499318047395397,1926.4593351538451,25.09517391480251,29.031582229707844,16.78201917566508,1191.4874548921266,1506138,3000.0
Rio Maria,2014,0.6934718449177073,0.8550146471447624,0.48189294253019543,0.6643736463801271,1798.0259556458789,25.12208848918921,28.907105253062134,16.912778519725162,1123.35537451505,1506161,3600.0
Rondon Do Para,2014,0.6625816217639828,0.8704298520879924,0.46750336045683666,0.6852054295713395,2263.9445966295575,25.194666629102198,29.372453235766933,16.777501863764797,2136.8520610248124,1506187,3000.0
Ruropolis,2014,0.6196810929769455,0.9041864916682741,0.4255097090642168,0.6977857800987182,1950.8696605825892,24.792115390437313,28.839665636512294,15.64027676590419,1944.2135118995702,1506195,2700.0
Santa Maria Das Barreiras,2014,0.7175827241494913,0.8293176453672895,0.47392255057270927,0.6192986177713962,2019.0742768527477,25.045077749830845,29.054738519788117,16.796291850319353,1505.9154045359462,1506583,3100.0
Santana Do Araguaia,2014,0.7339908514269016,0.8436459633626396,0.4858888088123057,0.6313992798067839,2048.426453077783,24.959148847800407,29.044112854387684,16.824120523378657,1714.7850654753345,1506708,3100.0
Santarem,2014,0.5391756212213765,0.8011112811606315,0.36858016557671797,0.6114487402161767,1867.5161722091043,25.82802537542558,28.988899831962286,16.174814471081795,1839.540886006049,1506807,3000.0
Tailandia,2014,0.6479311302378031,0.895641929315566,0.44453062042911484,0.6908973270481844,2638.5443557852345,25.905399061852,30.49466802436076,16.97107529378952,3196.892862021878,1507953,1280.0
Tracuateua,2014,0.5960062911122718,0.8327220263402092,0.4013913005270734,0.6334263225054909,2462.3947251545487,25.935146950338662,29.173132924657217,16.140178567840188,1692.2865374133414,1508035,2280.0
Ulianopolis,2014,0.6523134736710048,0.8794790347354481,0.46756307417176024,0.700313403346854,1990.203846628527,25.47985596477191,29.780788420745203,16.70530838226895,2224.6125770511094,1508126,3300.0
Uruara,2014,0.5441685901495167,0.8942122236294581,0.3850441186502675,0.680551722806932,1801.9638602332122,24.85397709741306,28.944321549490933,15.507764840085438,2398.7691948736397,1508159,2976.0
Altamira,2015,0.6908119830874687,0.9065394038073432,0.4751190893125034,0.7192501277859127,1826.6573511611862,24.81864027442262,28.999889111100632,16.6685518586838,2468.818861013185,1500602,3600.0
Belterra,2015,0.48315183268346973,0.7127776871097641,0.3434229938198691,0.5720845216950089,1480.6653550381236,26.46430435847776,29.29810924836622,17.41293996040286,1516.2214417180965,1501451,3000.0
Conceicao Do Araguaia,2015,0.6879761167326395,0.8213760419309297,0.4489405603560141,0.5983131917979567,1754.1927888537757,25.99458165453794,30.068435411036894,18.164326726831266,1286.7548890595722,1502707,3000.0
Cumaru Do Norte,2015,0.7526131384611802,0.8827509295818389,0.5246676323573605,0.693157042971215,1863.7039644300378,24.37870227327034,28.583457608672607,17.458255333433815,1834.8302882316789,1502764,3000.0
Dom Eliseu,2015,0.6344712268941953,0.8883707998654968,0.4372460445105083,0.6946352182325042,1752.7386918940674,25.516019512588255,29.930581991875787,17.231870228947898,2843.4530440779363,1502939,3300.0
Floresta Do Araguaia,2015,0.6668788925557294,0.8228567656521454,0.44810770045564835,0.6096069356068673,1679.064422834892,25.81765834428245,29.753426903882282,17.934587184344718,1253.0284087801965,1503044,3000.0
Medicilandia,2015,0.5800989280420541,0.8993698028732889,0.4181109249155426,0.7192792135589587,1476.078097084775,25.47219832413538,29.51280363567722,16.311263990851483,2607.4632904666805,1504455,3600.0
Novo Progresso,2015,0.7482357706625398,0.8959360956697214,0.49902078639599684,0.6830800074373666,1960.2983916670114,24.425101385985062,28.657269577831325,16.817578870041896,2332.0473738530045,1505031,3000.0
Paragominas,2015,0.6329440903448595,0.8948214361316457,0.42758084329974033,0.6836224543736314,1890.2999754555804,25.963846882545734,30.575662361238194,17.3159277674471,3294.2849027993702,1505502,2900.0
Parauapebas,2015,0.6829129219987866,0.9094444107398657,0.4708068862035276,0.7126223047178402,1508.407680496695,24.385492963193037,28.30065825740389,17.103472524375626,1641.773192181371,1505536,2700.0
Placas,2015,0.6301605489074183,0.9046564484038829,0.43638070652847055,0.7104524751179847,1541.2121994443062,25.241599187003,29.41460875783477,16.694842379346937,2374.497939861172,1505650,2700.0
Redencao,2015,0.7002041123213181,0.8459412793974849,0.4855552987387342,0.6457073718457049,1829.1562176341786,25.391182857774986,29.445891384377212,17.813135936260256,1286.5091213063656,1506138,3000.0
Rio Maria,2015,0.7091322048652714,0.8538811895545592,0.4936066303846531,0.663329918520217,1601.447522311109,25.407157216198076,29.28208974288246,17.86335042402655,1203.4666303788483,1506161,3779.0
Rondon Do Para,2015,0.6687749267203658,0.8785086160374493,0.45698297428515333,0.6696608131198998,1948.1834407981084,25.43553538690461,29.706420257917966,17.387321411415694,2316.752135173013,1506187,3300.0
Ruropolis,2015,0.6572081027021248,0.9043361076346942,0.4541900607733892,0.7022524886081328,1688.4123377330438,25.157857871574826,29.355458222743643,16.488782834894163,2185.4552605383456,1506195,2700.0
Santa Maria Das Barreiras,2015,0.6959833773163377,0.8246304514335274,0.47430632916194987,0.6259583213642615,1760.2504966798742,25.331427864243423,29.474272383370394,17.7699244960629,1633.9031926393202,1506583,3100.0
Santana Do Araguaia,2015,0.7130861953285009,0.8424310114000065,0.4754581802289508,0.6301724923015057,1734.4570047375694,25.242245064367836,29.41842906758351,17.71378734339084,1866.354959174149,1506708,2700.0
Santarem,2015,0.5577556442106298,0.7966778543357618,0.3851660612728182,0.618708251015086,1553.0382748353693,26.358678208044147,29.654946976798517,17.356983289295773,2218.086472312757,1506807,3000.0
Tailandia,2015,0.6453880502861701,0.8820802764849617,0.4331285336222736,0.6607067811970598,2330.941937772411,26.24362895910412,30.96160246384219,17.515609838481648,3611.8288680554565,1507953,2700.0
Tracuateua,2015,0.6060277271785922,0.8342816216003183,0.39089166060302677,0.602874467459887,1906.3007847321269,26.176457711833176,29.45054040010018,17.22544841112246,1870.4927994990921,1508035,2054.0
Ulianopolis,2015,0.6157866589949218,0.883682464418543,0.42460092942872346,0.6833970030653017,1570.3343535084803,25.825401110162527,30.239541462365388,17.223603851884786,2493.7169220310907,1508126,3300.0
Uruara,2015,0.6051558159970986,0.9035487008795849,0.42705795693710374,0.708083118414984,1495.8953526929067,25.183653890111632,29.317062881427173,16.387500655157087,2745.4233525913223,1508159,3000.0
Abel Figueiredo,2016,0.6947235661089199,0.8817514481050924,0.4907019603337399,0.6958390099984438,1256.6835780238696,26.784499597413685,30.86962968233235,18.666164381122922,1882.3012260619264,1500131,2900.0
Altamira,2016,0.6826130412678194,0.9091336262971799,0.46508791217461015,0.695587211855348,1461.9049380143297,26.045476525361924,30.417285068245658,17.7938604266312,3244.7308544279604,1500602,3000.0
Belterra,2016,0.42132947398678555,0.7057826320440767,0.27800436742524703,0.5018552495157848,1428.8374467632457,27.531527470284452,30.369233331133504,17.527960697085753,1784.5494135016525,1501451,3000.0
Conceicao Do Araguaia,2016,0.6888800850184936,0.8193681947530395,0.44699634423309503,0.579207317574924,1287.4913788370127,27.094347386348257,31.149349264878943,18.857185173110203,1455.6969742259346,1502707,3000.0
Cumaru Do Norte,2016,0.7825212848187841,0.8831715856409047,0.533853457221175,0.6688934783914554,1625.0851629950864,25.601099540422766,29.941183262442802,18.643369533732976,2347.301572712118,1502764,3000.0
Dom Eliseu,2016,0.5624845059000088,0.8824086804901482,0.38063301383589077,0.6584560265722605,1436.5477823602823,26.63816225682747,31.144475480740955,18.29063017885002,3477.801897900241,1502939,3300.0
Floresta Do Araguaia,2016,0.6694615282001216,0.8229693254660776,0.4382333147533121,0.5709845327944556,1302.8345683790346,26.90778987390605,30.83490851090284,18.602116054927645,1414.527802825534,1503044,3000.0
Ipixuna Do Para,2016,0.5871720630856319,0.8813476981102155,0.3798456189493126,0.6299008700206502,1880.808641551508,27.134120037600677,31.86899479595289,18.026253131624607,3833.226624020373,1503457,3300.0
Maraba,2016,0.5957102392849706,0.8851026456910437,0.4185158775536241,0.6643032402276631,1269.304426541475,26.09765062641846,30.111262992802832,17.82328565584805,1882.1701867298232,1504208,3100.0
Novo Progresso,2016,0.7698225002019199,0.9038227376768707,0.505497945421881,0.6779537719324296,1638.5727906354657,25.722162319985724,30.17624316342898,18.127752404360137,3073.937665229889,1505031,3000.0
Paragominas,2016,0.5945720053803517,0.8966692790371793,0.3919100177629643,0.661309209571311,1600.4969898982652,26.911476091766676,31.60593728373157,18.056343812084744,3827.757125536009,1505502,3300.0
Parauapebas,2016,0.6637183196088822,0.9176128334474889,0.4687272473561733,0.7076500951497338,1288.3744893654466,25.386016074621185,29.347885746138804,17.816280608256434,1907.8682038185968,1505536,2700.0
Pau D'arco,2016,0.7390293323658121,0.869330538011346,0.4941850376191365,0.6468499921722617,1495.279503279063,26.463642807313743,30.420833336377722,18.57129406286543,1363.611452123038,1505551,3180.0
Placas,2016,0.6074407820971115,0.9098313162752361,0.41891449262949637,0.6802193846017054,1252.6768935100863,26.35878465578166,30.636862744811715,17.282619486753433,2984.5951763885564,1505650,2700.0
Redencao,2016,0.7343764594309693,0.8578873903339617,0.5074886942590469,0.638199550694993,1492.631828139528,26.499693298340492,30.622320351302932,18.70330218019887,1482.5044793081918,1506138,3330.0
Rio Maria,2016,0.7100324994274848,0.861502603120123,0.4897237983313038,0.6458251382901364,1335.064593013983,26.469916522330198,30.349778720278984,18.531804277242767,1353.8975211664103,1506161,3000.0
Rondon Do Para,2016,0.6460968977760201,0.8864753662221411,0.44339715859235285,0.673665578406394,1410.4917893283402,26.565645668842937,30.98558640988551,18.331663948572217,2835.0595778399315,1506187,3000.0
Ruropolis,2016,0.6523677734331084,0.9138659655429777,0.4523422071809277,0.6932118371394627,1334.218647977133,26.283636820974063,30.588779585915034,17.189180582089474,2797.1009014062342,1506195,1350.0
Santa Maria Das Barreiras,2016,0.7217612699801814,0.8320837727865089,0.481101011912843,0.6034309840820291,1542.7989425035453,26.539975494865637,30.782619731084118,18.838422693003047,2002.2983938856646,1506583,2400.0
Santana Do Araguaia,2016,0.7362115908158771,0.8452463857581262,0.48553100156823004,0.6189992060067828,1421.1337224552933,26.630175300761252,31.01797835695731,18.911398196975387,2464.455249739523,1506708,2400.0
Santarem,2016,0.5315616168641185,0.8106132533882929,0.3576244416907911,0.5989050270402677,1429.4123931937045,27.47685705120423,30.80076927602817,17.598859894712806,2767.81612194537,1506807,2700.0
Sao Joao Do Araguaia,2016,0.6420558331726455,0.8402698337341032,0.4348166714423484,0.6175223624645533,1141.8838022569898,27.094719315822584,30.83100951196864,18.586558377850345,1512.3094735969275,1507508,2800.0
Tailandia,2016,0.5971935700590328,0.8873198273149095,0.3999715311819174,0.646596727938306,1905.1161101661598,27.14315901476394,31.931062572429603,18.093196054928214,4103.81109412561,1507953,1500.0
Tracuateua,2016,0.571345231262066,0.844717127712334,0.37688962740771975,0.6118300685012497,1658.8531377132476,26.789157810842728,30.076115395670087,17.53263580126153,1951.710272478373,1508035,2400.0
