municipio,ano,NDVI_mean,NDVI_max,EVI_mean,EVI_max,precip_total,temp_mean,temp_max,srad_mean,etp_total,cod_ibge7,rendimento_kg_ha
Santana Do Araguaia,2003,0.7515555257303883,0.8507957661061838,0.48305161146564674,0.6181611290481643,1625.9205240760218,25.42337575740747,29.56088638747628,17.620895855071826,1982.979243893832,1506708,3000.0
Santarem,2003,0.5489241127902443,0.807075859615654,0.38004246497182737,0.6175737917175046,1538.9790021571034,26.104496286107867,29.312964878813975,17.048339391212167,2058.2077146344172,1506807,2700.0
Trairao,2003,0.6507841768815138,0.9007809597584289,0.4382597251647473,0.6751287051855723,1570.5891275129613,25.101668344611507,29.309047982213343,16.384527334948572,2287.7712041886907,1508050,2700.0
Ulianopolis,2003,0.6141674404538204,0.8758282524828387,0.41696047795703495,0.6461331634580151,1607.00582725025,25.642654139286797,29.949131930537344,16.81190442072819,2302.9717753960977,1508126,3279.0
Uruara,2003,0.5474103653509894,0.9007949713203942,0.3867280277252972,0.6785909347088526,1376.725825719064,24.934053059254687,28.984993584690482,15.801520932374116,2518.56212609231,1508159,2600.0
Alenquer,2004,0.6689294778954679,0.9018410802775821,0.44502066406386376,0.6757361351893931,1570.766953097442,25.076286439220098,29.4750559913077,16.484522131373353,3420.7874389531617,1500404,2701.0
Monte Alegre,2004,0.6181920656113644,0.8549962427878188,0.41318816918517653,0.6445227212879482,1547.6245368839573,25.244997604267105,29.31276965445573,16.47779581940298,2937.664558125682,1504802,2700.0
Altamira,2004,0.6731055430578854,0.8996824860368768,0.4537502455558269,0.6941009665791318,1916.971030032523,24.51276052472136,28.565823071068735,15.468657718953189,2118.118925840775,1500602,2000.0
Belterra,2004,0.4693373563478774,0.7250265503739953,0.32554798693144826,0.5457968791853685,1833.9699911533507,25.908237695473336,28.64803013604355,15.846643733886802,1218.5533180571804,1501451,2700.0
Capitao Poco,2004,0.6516257639176751,0.8643006203452209,0.43826614407282993,0.6565607160459871,1725.9094753038094,26.035311725827956,30.49491323001324,16.869339955736148,2104.0036620136066,1502301,3600.0
Conceicao Do Araguaia,2004,0.6485427139105004,0.8197028526106639,0.41501122487729797,0.5803538793712867,1736.632433889658,25.899355390658457,29.8862348986461,17.16594744359799,1231.6018758514556,1502707,3000.0
Curua,2004,0.5307514816740867,0.6927274386038195,0.3425111287071777,0.5111199964381452,1820.6842578785363,26.28521148417449,29.319392743859417,16.258354521244833,1363.8351489895024,1502855,3000.0
Dom Eliseu,2004,0.651628481213951,0.8781520840873968,0.4403502307463783,0.6663353749312951,1550.724664618824,25.282319694271116,29.618698889204634,16.81948864884832,2442.401585687865,1502939,3300.0
Floresta Do Araguaia,2004,0.6530615806755692,0.8138418240677278,0.4282834009455332,0.5825648023514803,1639.2386898144757,25.733212180211282,29.58915245145897,16.81904223122198,1186.2659248501363,1503044,2000.0
Maraba,2004,0.6041428475538008,0.8828960741338983,0.41760709946027247,0.6618492358243613,1703.2934594694402,24.94119487338828,28.74586612324973,15.913159908810236,1435.1647057730015,1504208,1400.0
Novo Progresso,2004,0.6961845161535112,0.8923696385256676,0.45358773732698343,0.6660045054422161,1903.6963119102904,24.293528194718473,28.518670550237772,16.255061640230217,2193.745895127447,1505031,1800.0
Paragominas,2004,0.641472255978208,0.8921822094445582,0.42968674068172014,0.6749364210272594,1640.8757990879963,25.721243899551002,30.25216772239471,16.931900754559404,2840.2328923694663,1505502,3000.0
Porto De Moz,2004,0.5150696691645997,0.8235071379230913,0.3438324720015243,0.6077537364677355,1669.5759759598104,25.920484927769806,29.66193014794021,15.493954889169624,2623.84671065253,1505908,2500.0
Redencao,2004,0.6701902900472723,0.8254686201435547,0.4490935596842236,0.6019766946186977,1817.1207669501027,25.28452629768765,29.222676945326413,16.565395290040218,1207.1167321281719,1506138,3000.0
Santana Do Araguaia,2004,0.7080388600323441,0.849079208520342,0.45845115284326843,0.6200081845583426,1831.489038701403,25.22437877299017,29.30058844498571,16.6874124977718,1806.9490241011115,1506708,3000.0
Santarem,2004,0.5429151552124456,0.8024968379873885,0.3661968845920816,0.5953934894571138,1809.9115058384536,25.78777282599942,28.955175821293103,15.81857210037314,1694.1277053161505,1506807,2700.0
