municipio,ano,soy_area_ha,NDVI_mean,NDVI_max,EVI_mean,EVI_max,precip_total,temp_mean,temp_max,srad_mean,etp_total,cod_ibge7,rendimento_kg_ha
Santana Do Araguaia,2004,338.8143245239229,0.5074725274725275,0.8693153846153846,0.3433626373626374,0.8065442307692307,1831.489038701403,25.22437877299017,29.30058844498571,16.6874124977718,1806.949024101111,1506708,3000
Santarem,2004,1782.010436174766,0.4044628893371088,0.797942085256584,0.2863537954307437,0.6388989139288621,1809.911505838454,25.78777282599942,28.9551758212931,15.81857210037314,1694.12770531615,1506807,2700
Ulianopolis,2004,1264.500191680916,0.4183242857142856,0.8867264999999999,0.3151558928571428,0.8151455000000005,1473.334800446851,25.56779211036035,29.85035805216945,16.82994153384127,2138.664012929228,1508126,3064
Monte Alegre,2005,28.58624512939457,0.4989830769230769,0.8317,0.3310246153846154,0.64772,1373.453260891837,25.74280074472648,30.05742542783938,17.20895028948871,3254.025202846506,1504802,2700
Belterra,2005,1369.02099056001,0.4310704798634225,0.8386734723204304,0.3063181898574043,0.687959512784836,1539.21561909511,26.46379328505348,29.27639119274073,16.42644348343016,1339.439644875901,1501451,2700
Conceicao Do Araguaia,2005,142.6838548217771,0.6115790209790211,0.8484454545454547,0.4087622377622378,0.7256909090909089,1605.854656241503,26.10297067869178,30.11678150031963,17.51158562106067,1274.222415008493,1502707,3000
Dom Eliseu,2005,1511.29466543579,0.4904955802968961,0.8805890350877186,0.3565634952766536,0.7817859649122809,1492.447692069018,25.85488722361067,30.26796597935866,17.48125402822615,2913.697634731269,1502939,3300
Floresta Do Araguaia,2005,461.7081277648926,0.5812461538461539,0.8225972972972972,0.3901438669438669,0.6396445945945949,1529.791632625324,26.00693196767855,29.91097288311042,17.33300093046627,1244.645718222203,1503044,3000
Novo Progresso,2005,53.05588149414071,0.5915115384615385,0.9026000000000001,0.4093769230769231,0.6381166666666668,1956.517884819993,24.58844402267612,28.85512293428974,16.80719449487408,2348.668951641635,1505031,2500
Paragominas,2005,6676.794998045044,0.4807790875116792,0.8726391700404859,0.3624780675801933,0.7572464574898777,1513.672705924016,26.39520054833966,31.10084181385315,17.6276016703678,3484.452621655575,1505502,3000
Redencao,2005,290.8334653076172,0.5689561374795417,0.8478234042553192,0.3936180032733224,0.6957531914893615,1503.603944885843,25.4351831523158,29.43898615167011,16.97316887814058,1247.73839952863,1506138,3000
Santa Maria Das Barreiras,2005,145.0279994079594,0.5121465034965035,0.7741136363636362,0.3289129370629369,0.5633181818181819,1633.685754747294,25.40129310788799,29.45889104944031,16.99762188285711,1611.009395422913,1506583,3000
